NODE_1_length_1134506_cov_14.6.g18.t1_1	tr|A0A0U1MB75|A0A0U1MB75_TALIS	27.273	88	58	2	94	176	143	229	1.5	32.7
NODE_1_length_1134506_cov_14.6.g19.t1_1	tr|A0A225AS29|A0A225AS29_9EURO	90.534	581	49	3	1	581	1	575	0.0	1065
NODE_1_length_1134506_cov_14.6.g20.t1_1	tr|A0A0U1MA59|A0A0U1MA59_TALIS	36.876	461	269	8	17	466	56	505	2.22e-98	313
NODE_1_length_1134506_cov_14.6.g21.t1_1	tr|A0A1Q5QC46|A0A1Q5QC46_9EURO	41.791	268	144	2	10	268	6	270	1.14e-71	226
NODE_1_length_1134506_cov_14.6.g22.t1_1	tr|A0A225B2B1|A0A225B2B1_9EURO	94.964	139	7	0	1	139	1	139	1.66e-96	275
NODE_1_length_1134506_cov_14.6.g23.t1_1	tr|A0A225AFB1|A0A225AFB1_9EURO	64.057	281	61	3	6	286	4	244	2.18e-120	358
NODE_1_length_1134506_cov_14.6.g24.t1_1	tr|B6QN05|B6QN05_TALMQ	51.214	453	218	3	44	495	34	484	4.54e-174	501
NODE_1_length_1134506_cov_14.6.g25.t1_1	tr|A0A364L909|A0A364L909_TALAM	37.559	631	328	14	326	898	12	634	8.84e-124	394
NODE_1_length_1134506_cov_14.6.g26.t1_1	tr|A0A225BCT9|A0A225BCT9_9EURO	87.531	409	38	5	1	409	1	396	0.0	724
NODE_1_length_1134506_cov_14.6.g27.t1_1	tr|B8MH08|B8MH08_TALSN	76.042	672	156	2	4	672	6	675	0.0	1054
NODE_1_length_1134506_cov_14.6.g28.t1_1	tr|B8LZW5|B8LZW5_TALSN	35.522	1264	726	25	634	1831	3	1243	0.0	731
NODE_1_length_1134506_cov_14.6.g29.t1_1	tr|A0A225AA34|A0A225AA34_9EURO	34.545	55	33	1	210	264	468	519	0.61	33.9
NODE_1_length_1134506_cov_14.6.g30.t1_1	tr|A0A093XPV6|A0A093XPV6_TALMA	35.334	583	316	12	115	657	44	605	3.71e-80	269
NODE_1_length_1134506_cov_14.6.g31.t1_1	tr|A0A225AS81|A0A225AS81_9EURO	75.294	255	56	2	1	255	1	248	2.87e-136	387
NODE_1_length_1134506_cov_14.6.g32.t1_1	tr|A0A225AWM5|A0A225AWM5_9EURO	82.642	530	64	5	237	749	19	537	0.0	922
NODE_1_length_1134506_cov_14.6.g33.t1_1	tr|A0A225AQX8|A0A225AQX8_9EURO	76.791	698	144	10	1	682	1	696	0.0	968
NODE_1_length_1134506_cov_14.6.g34.t1_1	tr|A0A225BAS3|A0A225BAS3_9EURO	95.826	599	25	0	1	599	1	599	0.0	1190
NODE_1_length_1134506_cov_14.6.g35.t1_1	tr|A0A225B9E9|A0A225B9E9_9EURO	85.849	1060	121	9	345	1383	1	1052	0.0	1775
NODE_1_length_1134506_cov_14.6.g36.t1_1	tr|A0A225B6Q9|A0A225B6Q9_9EURO	85.605	521	74	1	1	521	1	520	0.0	940
NODE_1_length_1134506_cov_14.6.g37.t1_1	tr|A0A364LCR3|A0A364LCR3_TALAM	47.826	23	12	0	17	39	114	136	6.4	28.1
NODE_1_length_1134506_cov_14.6.g38.t1_1	tr|A0A225AW27|A0A225AW27_9EURO	82.796	93	14	1	1	93	1	91	6.21e-37	127
NODE_1_length_1134506_cov_14.6.g39.t1_1	tr|A0A225B281|A0A225B281_9EURO	85.740	1094	128	9	1	1080	1	1080	0.0	1857
NODE_1_length_1134506_cov_14.6.g40.t1_1	tr|A0A225AYX8|A0A225AYX8_9EURO	24.286	70	53	0	88	157	39	108	0.063	35.8
NODE_1_length_1134506_cov_14.6.g41.t1_1	tr|A0A225BA66|A0A225BA66_9EURO	66.247	397	89	10	1	362	1	387	5.34e-134	389
NODE_1_length_1134506_cov_14.6.g42.t1_1	tr|A0A0U1LP99|A0A0U1LP99_TALIS	28.704	108	66	2	68	172	71	170	0.36	33.1
NODE_1_length_1134506_cov_14.6.g43.t1_1	tr|A0A225B8V8|A0A225B8V8_9EURO	77.738	557	108	4	1	554	76	619	0.0	835
NODE_1_length_1134506_cov_14.6.g44.t1_1	tr|A0A7H8QWL6|A0A7H8QWL6_TALRU	72.000	225	62	1	304	528	1	224	6.02e-111	332
NODE_1_length_1134506_cov_14.6.g45.t1_1	sp|B8MTH6|DAPB_TALSN	29.661	118	61	6	15	124	219	322	2.2	33.5
NODE_1_length_1134506_cov_14.6.g46.t1_1	tr|A0A7H8QX67|A0A7H8QX67_TALRU	38.462	26	16	0	122	147	125	150	4.0	29.6
NODE_1_length_1134506_cov_14.6.g47.t1_1	tr|A0AAD4KMM1|A0AAD4KMM1_9EURO	28.283	198	108	4	191	361	228	418	1.44e-11	70.1
NODE_1_length_1134506_cov_14.6.g48.t1_1	tr|A0A225AW64|A0A225AW64_9EURO	32.759	290	168	10	69	337	10	293	2.67e-40	145
NODE_1_length_1134506_cov_14.6.g49.t1_1	tr|A0AAD4Q6U8|A0AAD4Q6U8_9EURO	42.946	482	253	6	9	479	14	484	5.29e-136	404
NODE_1_length_1134506_cov_14.6.g50.t1_1	tr|A0A225AS08|A0A225AS08_9EURO	59.875	319	109	4	1	319	1	300	7.11e-116	338
NODE_1_length_1134506_cov_14.6.g51.t1_1	tr|A0A0U1MC67|A0A0U1MC67_TALIS	27.660	47	34	0	73	119	1002	1048	0.45	32.3
NODE_1_length_1134506_cov_14.6.g52.t1_1	tr|A0A225ARZ3|A0A225ARZ3_9EURO	88.482	1146	111	7	1	1130	1	1141	0.0	2076
NODE_1_length_1134506_cov_14.6.g53.t1_1	tr|A0A364KXF8|A0A364KXF8_TALAM	29.412	34	24	0	18	51	210	243	5.5	27.3
NODE_1_length_1134506_cov_14.6.g54.t1_1	tr|A0A093UUI8|A0A093UUI8_TALMA	23.333	120	68	4	103	199	325	443	3.0	32.3
NODE_1_length_1134506_cov_14.6.g55.t1_1	tr|A0A225B0Y6|A0A225B0Y6_9EURO	87.702	496	55	3	1	495	30	520	0.0	847
NODE_1_length_1134506_cov_14.6.g56.t1_1	tr|A0A225AXL7|A0A225AXL7_9EURO	91.535	886	66	3	1	881	1	882	0.0	1617
NODE_1_length_1134506_cov_14.6.g57.t1_1	tr|A0A7H8QXZ0|A0A7H8QXZ0_TALRU	38.902	419	201	8	13	387	44	451	8.35e-90	280
NODE_1_length_1134506_cov_14.6.g58.t1_1	tr|A0A225BAF6|A0A225BAF6_9EURO	89.679	436	43	1	1	434	1	436	0.0	812
NODE_1_length_1134506_cov_14.6.g59.t1_1	tr|A0A225B3S3|A0A225B3S3_9EURO	88.985	463	45	3	1	463	1	457	0.0	827
NODE_1_length_1134506_cov_14.6.g60.t1_1	tr|A0A225BBT8|A0A225BBT8_9EURO	87.472	894	95	3	2	895	1	877	0.0	1566
NODE_1_length_1134506_cov_14.6.g61.t1_1	tr|A0A225BEB9|A0A225BEB9_9EURO	77.551	441	64	6	100	514	1	432	0.0	600
NODE_1_length_1134506_cov_14.6.g62.t1_1	tr|A0A0U1M1H1|A0A0U1M1H1_TALIS	70.579	622	109	6	1	613	1	557	0.0	817
NODE_1_length_1134506_cov_14.6.g63.t1_1	tr|A0A225B9G4|A0A225B9G4_9EURO	92.231	399	28	2	2	398	3	400	0.0	753
NODE_1_length_1134506_cov_14.6.g64.t1_1	tr|A0A225B1X3|A0A225B1X3_9EURO	92.827	237	17	0	1	237	1	237	1.69e-161	459
NODE_1_length_1134506_cov_14.6.g65.t1_1	tr|A0A0U1M5U6|A0A0U1M5U6_TALIS	31.579	57	39	0	43	99	4195	4251	3.7	28.1
NODE_1_length_1134506_cov_14.6.g66.t1_1	tr|A0A225BCR6|A0A225BCR6_9EURO	91.654	659	54	1	17	674	38	696	0.0	1217
NODE_1_length_1134506_cov_14.6.g67.t1_1	tr|A0A225BBC6|A0A225BBC6_9EURO	94.515	237	11	1	1	235	25	261	4.98e-166	462
NODE_1_length_1134506_cov_14.6.g68.t1_1	tr|A0A225BF97|A0A225BF97_9EURO	88.180	643	72	1	1	639	1	643	0.0	1179
NODE_1_length_1134506_cov_14.6.g69.t1_1	tr|A0A225AUV3|A0A225AUV3_9EURO	90.631	523	33	5	1	514	1	516	0.0	884
NODE_1_length_1134506_cov_14.6.g70.t1_1	tr|A0A225ASZ3|A0A225ASZ3_9EURO	92.833	600	41	2	8	607	1	598	0.0	1158
NODE_1_length_1134506_cov_14.6.g71.t1_1	tr|A0A225AT09|A0A225AT09_9EURO	93.007	143	5	3	1	143	1	138	5.70e-87	251
NODE_1_length_1134506_cov_14.6.g72.t1_1	tr|A0A225AYK2|A0A225AYK2_9EURO	83.974	624	67	12	30	629	1	615	0.0	945
NODE_1_length_1134506_cov_14.6.g73.t1_1	tr|Q0QYA3|Q0QYA3_TALMA	26.250	80	49	2	409	484	185	258	2.9	32.7
NODE_1_length_1134506_cov_14.6.g74.t1_1	tr|A0A225BDQ8|A0A225BDQ8_9EURO	81.641	768	78	9	1	710	1	763	0.0	1258
NODE_1_length_1134506_cov_14.6.g75.t1_1	tr|A0A225B9T8|A0A225B9T8_9EURO	91.347	1225	90	4	1	1215	1	1219	0.0	2220
NODE_1_length_1134506_cov_14.6.g76.t1_1	tr|A0A225ARF1|A0A225ARF1_9EURO	92.123	749	53	3	1	746	1	746	0.0	1336
NODE_1_length_1134506_cov_14.6.g77.t1_1	tr|A0A225AT85|A0A225AT85_9EURO	97.495	479	12	0	1	479	1	479	0.0	964
NODE_1_length_1134506_cov_14.6.g78.t1_1	tr|A0A225B7T6|A0A225B7T6_9EURO	95.692	325	14	0	1	325	1	325	0.0	631
NODE_1_length_1134506_cov_14.6.g79.t1_1	tr|A0A225BB78|A0A225BB78_9EURO	96.530	317	6	1	1	317	1	312	0.0	598
NODE_1_length_1134506_cov_14.6.g80.t1_1	tr|A0A7H8QYP0|A0A7H8QYP0_TALRU	23.894	113	81	3	20	127	118	230	2.4	29.6
NODE_1_length_1134506_cov_14.6.g81.t1_1	tr|A0A225B0D3|A0A225B0D3_9EURO	83.594	256	41	1	1	255	1	256	2.44e-154	431
NODE_1_length_1134506_cov_14.6.g82.t1_1	tr|A0A225AX24|A0A225AX24_9EURO	85.174	344	51	0	1	344	1	344	0.0	608
NODE_1_length_1134506_cov_14.6.g83.t1_1	tr|A0A225ARE8|A0A225ARE8_9EURO	88.421	190	22	0	1	190	1	190	7.86e-123	346
NODE_1_length_1134506_cov_14.6.g84.t1_1	tr|A0A225B4K1|A0A225B4K1_9EURO	92.989	271	19	0	1	271	1	271	0.0	511
NODE_1_length_1134506_cov_14.6.g85.t1_1	tr|A0A225BCN3|A0A225BCN3_9EURO	67.628	312	96	1	1	312	1	307	1.14e-146	441
NODE_1_length_1134506_cov_14.6.g86.t1_1	tr|A0AAD4PW13|A0AAD4PW13_9EURO	45.115	348	177	7	10	349	6	347	7.80e-89	272
NODE_1_length_1134506_cov_14.6.g87.t1_1	tr|A0A225BF57|A0A225BF57_9EURO	90.517	116	10	1	43	158	1	115	3.27e-71	211
NODE_1_length_1134506_cov_14.6.g88.t1_1	tr|A0A364L0P4|A0A364L0P4_TALAM	63.380	213	73	3	1	211	1	210	2.73e-95	278
NODE_1_length_1134506_cov_14.6.g89.t1_1	tr|A0A7H8R566|A0A7H8R566_TALRU	27.907	129	86	4	1	126	1	125	7.38e-09	52.4
NODE_1_length_1134506_cov_14.6.g90.t1_1	tr|A0AAD4KZA3|A0AAD4KZA3_9EURO	32.258	124	72	6	1	121	1	115	5.72e-07	50.1
NODE_1_length_1134506_cov_14.6.g91.t1_1	tr|A0A0U1LI59|A0A0U1LI59_TALIS	38.132	514	301	10	41	544	32	538	2.79e-113	348
NODE_1_length_1134506_cov_14.6.g92.t1_1	tr|A0AAD4PYT7|A0AAD4PYT7_9EURO	27.673	636	347	20	11	621	20	567	1.47e-57	204
NODE_1_length_1134506_cov_14.6.g93.t1_1	tr|A0A225AHJ0|A0A225AHJ0_9EURO	41.519	566	307	8	13	571	6	554	1.46e-142	425
NODE_1_length_1134506_cov_14.6.g94.t1_1	tr|A0A6V8H8C1|A0A6V8H8C1_TALPI	34.969	326	199	5	40	356	36	357	7.58e-61	200
NODE_1_length_1134506_cov_14.6.g95.t1_1	tr|A0A364LDM2|A0A364LDM2_TALAM	47.687	281	127	2	4	265	2	281	1.45e-90	271
NODE_1_length_1134506_cov_14.6.g96.t1_1	tr|A0A0U1MBJ3|A0A0U1MBJ3_TALIS	36.842	38	24	0	43	80	475	512	2.8	29.3
NODE_1_length_1134506_cov_14.6.g97.t1_1	tr|A0A364LDX0|A0A364LDX0_TALAM	69.231	663	199	3	3	661	13	674	0.0	1000
NODE_1_length_1134506_cov_14.6.g98.t1_1	tr|A0A225ASW9|A0A225ASW9_9EURO	68.771	602	140	9	1	567	1	589	0.0	803
NODE_1_length_1134506_cov_14.6.g99.t1_1	tr|A0A225AYG3|A0A225AYG3_9EURO	81.638	354	53	5	1	352	1	344	0.0	537
NODE_1_length_1134506_cov_14.6.g100.t1_1	tr|A0A093VAI4|A0A093VAI4_TALMA	29.851	67	45	1	113	177	925	991	1.4	32.3
NODE_1_length_1134506_cov_14.6.g101.t1_1	tr|A0A225AUQ2|A0A225AUQ2_9EURO	82.722	654	104	4	1	646	1	653	0.0	1004
NODE_1_length_1134506_cov_14.6.g102.t1_1	tr|A0A7H8RA72|A0A7H8RA72_TALRU	55.032	467	192	9	1	460	1	456	3.35e-156	459
NODE_1_length_1134506_cov_14.6.g103.t1_1	tr|B8M489|B8M489_TALSN	24.658	73	55	0	29	101	122	194	4.8	28.9
NODE_1_length_1134506_cov_14.6.g104.t1_1	tr|A0A225B309|A0A225B309_9EURO	85.714	840	110	3	1	840	1	830	0.0	1485
NODE_1_length_1134506_cov_14.6.g105.t1_1	tr|A0A225AR94|A0A225AR94_9EURO	95.757	872	31	1	1	872	1	866	0.0	1729
NODE_1_length_1134506_cov_14.6.g106.t1_1	tr|A0A7H8QK66|A0A7H8QK66_TALRU	36.066	61	33	3	143	201	1116	1172	2.2	32.3
NODE_1_length_1134506_cov_14.6.g107.t1_1	tr|A0AAD4KXH2|A0AAD4KXH2_9EURO	100.000	130	0	0	1	130	1	130	1.43e-93	267
NODE_1_length_1134506_cov_14.6.g108.t1_1	tr|A0A225BB16|A0A225BB16_9EURO	82.985	335	45	6	1	335	15	337	0.0	520
NODE_1_length_1134506_cov_14.6.g109.t1_1	tr|A0A225B075|A0A225B075_9EURO	79.598	647	119	7	6	650	5	640	0.0	954
NODE_1_length_1134506_cov_14.6.g110.t1_1	tr|A0A225BDK8|A0A225BDK8_9EURO	91.171	521	42	1	4	520	1	521	0.0	897
NODE_1_length_1134506_cov_14.6.g111.t1_1	tr|A0A225AP40|A0A225AP40_9EURO	85.283	265	37	1	1	265	1	263	3.49e-172	476
NODE_1_length_1134506_cov_14.6.g112.t1_1	tr|A0A7H8RD44|A0A7H8RD44_TALRU	30.612	49	32	1	188	236	453	499	4.3	30.4
NODE_1_length_1134506_cov_14.6.g113.t1_1	tr|A0A225B9P0|A0A225B9P0_9EURO	65.952	373	81	6	22	356	30	394	1.29e-143	424
NODE_1_length_1134506_cov_14.6.g114.t1_1	tr|A0A225B6C4|A0A225B6C4_9EURO	97.808	365	8	0	1	365	1	365	0.0	729
NODE_1_length_1134506_cov_14.6.g115.t1_1	tr|A0A225A885|A0A225A885_9EURO	26.882	372	219	10	184	507	218	584	9.74e-28	121
NODE_1_length_1134506_cov_14.6.g116.t1_1	tr|B6QS15|B6QS15_TALMQ	40.382	785	419	17	153	915	132	889	0.0	553
NODE_1_length_1134506_cov_14.6.g117.t1_1	tr|A0A0U1MBR0|A0A0U1MBR0_TALIS	58.647	133	40	2	69	201	466	583	8.64e-45	158
NODE_1_length_1134506_cov_14.6.g118.t1_1	tr|A0A364LAH8|A0A364LAH8_TALAM	84.967	306	45	1	1	305	1	306	0.0	533
NODE_1_length_1134506_cov_14.6.g119.t1_1	tr|B8MPQ1|B8MPQ1_TALSN	76.316	152	36	0	1	152	1	152	1.97e-86	254
NODE_1_length_1134506_cov_14.6.g120.t1_1	tr|A0A225ARQ9|A0A225ARQ9_9EURO	93.115	305	17	2	1	301	1	305	0.0	576
NODE_1_length_1134506_cov_14.6.g121.t1_1	tr|A0A225APY2|A0A225APY2_9EURO	90.017	601	54	3	3	603	474	1068	0.0	1094
NODE_1_length_1134506_cov_14.6.g122.t1_1	tr|A0A225APY2|A0A225APY2_9EURO	65.669	501	135	8	1	489	1	476	0.0	621
NODE_1_length_1134506_cov_14.6.g123.t1_1	tr|A0A225APX3|A0A225APX3_9EURO	96.341	574	16	2	1	570	1	573	0.0	1105
NODE_1_length_1134506_cov_14.6.g124.t1_1	tr|A0A478ECY8|A0A478ECY8_TALPI	81.081	370	68	1	326	693	1	370	0.0	651
NODE_1_length_1134506_cov_14.6.g125.t1_1	tr|A0A7H8QI26|A0A7H8QI26_TALRU	69.298	114	34	1	1	114	1	113	7.05e-51	163
NODE_1_length_1134506_cov_14.6.g126.t1_1	tr|B6QSI8|B6QSI8_TALMQ	88.308	1052	119	2	1	1052	1	1048	0.0	1857
NODE_1_length_1134506_cov_14.6.g127.t1_1	tr|A0A7H8R7J0|A0A7H8R7J0_TALRU	58.955	134	39	2	1	118	1	134	2.05e-47	150
NODE_1_length_1134506_cov_14.6.g128.t1_1	tr|A0A225B9R4|A0A225B9R4_9EURO	89.655	406	41	1	1	406	1	405	0.0	732
NODE_1_length_1134506_cov_14.6.g129.t1_1	tr|A0AAD4L1Z2|A0AAD4L1Z2_9EURO	59.893	187	72	1	139	325	270	453	4.72e-76	241
NODE_1_length_1134506_cov_14.6.g130.t1_1	tr|A0A093XAU7|A0A093XAU7_TALMA	51.661	813	358	10	1	781	1	810	0.0	855
NODE_1_length_1134506_cov_14.6.g131.t1_1	tr|A0AAD4Q115|A0AAD4Q115_9EURO	40.000	55	27	4	148	200	280	330	1.4	32.0
NODE_1_length_1134506_cov_14.6.g132.t1_1	tr|A0A225BA14|A0A225BA14_9EURO	75.081	309	47	7	202	498	6	296	3.60e-154	442
NODE_1_length_1134506_cov_14.6.g133.t1_1	tr|A0A225BBE3|A0A225BBE3_9EURO	92.468	770	44	5	428	1197	2	757	0.0	1465
NODE_1_length_1134506_cov_14.6.g134.t1_1	tr|A0A225B0I9|A0A225B0I9_9EURO	79.445	613	107	4	9	605	6	615	0.0	963
NODE_1_length_1134506_cov_14.6.g135.t1_1	tr|A0A0B8N3E0|A0A0B8N3E0_TALPI	40.476	42	25	0	137	178	168	209	0.81	32.3
NODE_1_length_1134506_cov_14.6.g136.t1_1	tr|A0A225ARK7|A0A225ARK7_9EURO	89.373	367	26	3	11	370	44	404	0.0	656
NODE_1_length_1134506_cov_14.6.g137.t1_1	tr|A0A225ARL2|A0A225ARL2_9EURO	73.168	846	199	14	20	846	1	837	0.0	1114
NODE_1_length_1134506_cov_14.6.g138.t1_1	tr|A0A225B800|A0A225B800_9EURO	88.192	957	103	5	847	1797	1	953	0.0	1716
NODE_1_length_1134506_cov_14.6.g139.t1_1	tr|A0A225APS2|A0A225APS2_9EURO	92.539	898	67	0	1	898	1	898	0.0	1697
NODE_1_length_1134506_cov_14.6.g140.t1_1	tr|A0A478EC84|A0A478EC84_TALPI	40.000	45	25	1	15	57	180	224	0.18	34.7
NODE_1_length_1134506_cov_14.6.g141.t1_1	tr|A0A225APQ9|A0A225APQ9_9EURO	65.094	106	32	1	96	201	5	105	1.75e-44	146
NODE_1_length_1134506_cov_14.6.g142.t1_1	tr|A0A225B9I3|A0A225B9I3_9EURO	89.831	767	73	3	1	766	1	763	0.0	1360
NODE_1_length_1134506_cov_14.6.g143.t1_1	tr|A0A225B898|A0A225B898_9EURO	96.226	318	12	0	1	318	1	318	0.0	631
NODE_1_length_1134506_cov_14.6.g144.t1_1	tr|B8MS20|B8MS20_TALSN	89.439	303	32	0	1	303	26	328	0.0	558
NODE_1_length_1134506_cov_14.6.g145.t1_1	tr|B8MS21|B8MS21_TALSN	89.161	286	14	1	1	286	1	269	0.0	521
NODE_1_length_1134506_cov_14.6.g146.t1_1	tr|A0A225AYT6|A0A225AYT6_9EURO	80.732	519	90	5	2	517	63	574	0.0	837
NODE_1_length_1134506_cov_14.6.g147.t1_1	tr|A0A225B660|A0A225B660_9EURO	91.241	411	34	1	1	411	1	409	0.0	785
NODE_1_length_1134506_cov_14.6.g148.t1_1	tr|A0A225B0P3|A0A225B0P3_9EURO	25.000	184	116	6	3	175	145	317	0.98	32.7
NODE_1_length_1134506_cov_14.6.g149.t1_1	tr|A0A225ARK3|A0A225ARK3_9EURO	84.234	444	51	5	1	429	1	440	0.0	692
NODE_1_length_1134506_cov_14.6.g150.t1_1	tr|A0A225BC40|A0A225BC40_9EURO	89.103	624	62	1	1	624	1	618	0.0	1152
NODE_1_length_1134506_cov_14.6.g151.t1_1	tr|A0A225AX53|A0A225AX53_9EURO	92.457	464	35	0	5	468	4	467	0.0	895
NODE_1_length_1134506_cov_14.6.g152.t1_1	tr|A0A093V0R6|A0A093V0R6_TALMA	34.777	716	425	14	61	759	223	913	1.31e-93	323
NODE_1_length_1134506_cov_14.6.g153.t1_1	tr|A0A093VGC9|A0A093VGC9_TALMA	23.125	160	88	5	176	318	547	688	1.4	33.1
NODE_1_length_1134506_cov_14.6.g154.t1_1	tr|A0A225AIG8|A0A225AIG8_9EURO	56.434	847	294	8	265	1071	86	897	0.0	906
NODE_1_length_1134506_cov_14.6.g155.t1_1	tr|A0A225AD74|A0A225AD74_9EURO	54.685	587	220	8	11	561	6	582	0.0	573
NODE_1_length_1134506_cov_14.6.g156.t1_1	tr|B8MHG0|B8MHG0_TALSN	45.161	31	17	0	27	57	372	402	3.8	29.3
NODE_1_length_1134506_cov_14.6.g157.t1_1	tr|A0A225ARH8|A0A225ARH8_9EURO	78.462	130	28	0	1	130	1	130	7.17e-63	206
NODE_1_length_1134506_cov_14.6.g158.t1_1	tr|A0A6V8H9L2|A0A6V8H9L2_TALPI	61.755	319	110	6	4	316	124	436	2.68e-132	384
NODE_1_length_1134506_cov_14.6.g159.t1_1	tr|A0A364L173|A0A364L173_TALAM	27.465	426	229	18	197	572	126	521	4.68e-28	122
NODE_1_length_1134506_cov_14.6.g160.t1_1	tr|A0A225BBA1|A0A225BBA1_9EURO	92.437	595	45	0	51	645	1	595	0.0	1135
NODE_1_length_1134506_cov_14.6.g161.t1_1	tr|B8MPL8|B8MPL8_TALSN	30.488	82	47	3	7	79	28	108	0.12	34.3
NODE_1_length_1134506_cov_14.6.g162.t1_1	tr|A0A225B0F3|A0A225B0F3_9EURO	89.683	630	64	1	1	630	1	629	0.0	1109
NODE_1_length_1134506_cov_14.6.g163.t1_1	tr|A0A6V8H0P7|A0A6V8H0P7_TALPI	32.773	357	196	9	41	356	25	378	2.56e-43	155
NODE_1_length_1134506_cov_14.6.g164.t1_1	tr|A0A364KWU0|A0A364KWU0_TALAM	82.486	354	57	4	81	429	170	523	0.0	575
NODE_1_length_1134506_cov_14.6.g165.t1_1	tr|A0A0B8N0V7|A0A0B8N0V7_TALPI	89.453	256	20	2	51	306	165	413	2.34e-149	431
NODE_1_length_1134506_cov_14.6.g166.t1_1	tr|A0A225BDU0|A0A225BDU0_9EURO	53.867	737	252	17	1	726	47	706	0.0	642
NODE_1_length_1134506_cov_14.6.g167.t1_1	tr|A0A0U1LLK4|A0A0U1LLK4_TALIS	25.926	81	53	3	16	95	345	419	3.9	29.3
NODE_1_length_1134506_cov_14.6.g168.t1_1	tr|A0A0U1LLV2|A0A0U1LLV2_TALIS	32.075	53	35	1	14	66	405	456	4.3	32.0
NODE_1_length_1134506_cov_14.6.g169.t1_1	tr|A0A225BDU0|A0A225BDU0_9EURO	85.379	554	47	5	1	530	1261	1804	0.0	931
NODE_1_length_1134506_cov_14.6.g170.t1_1	tr|A0A225B9W6|A0A225B9W6_9EURO	89.452	493	47	2	2	489	6	498	0.0	919
NODE_1_length_1134506_cov_14.6.g171.t1_1	tr|A0A225B7W5|A0A225B7W5_9EURO	68.293	492	129	9	1	474	1	483	0.0	665
NODE_1_length_1134506_cov_14.6.g172.t1_1	tr|A0A0B8MXS1|A0A0B8MXS1_TALPI	82.960	223	37	1	1	223	1	222	6.81e-138	386
NODE_1_length_1134506_cov_14.6.g173.t1_1	tr|A0AAD4KM36|A0AAD4KM36_9EURO	39.394	231	136	4	307	535	21	249	1.76e-47	172
NODE_1_length_1134506_cov_14.6.g174.t1_1	tr|A0AAD4L4H2|A0AAD4L4H2_9EURO	34.247	73	37	2	228	297	72	136	0.16	37.0
NODE_1_length_1134506_cov_14.6.g175.t1_1	tr|A0A6V8HQM7|A0A6V8HQM7_TALPI	66.197	497	158	4	17	513	857	1343	0.0	701
NODE_1_length_1134506_cov_14.6.g176.t1_1	tr|A0AAD4Q6V3|A0AAD4Q6V3_9EURO	25.316	158	106	5	196	341	236	393	0.11	36.2
NODE_1_length_1134506_cov_14.6.g177.t1_1	tr|A0A7H8R497|A0A7H8R497_TALRU	40.179	112	67	0	4	115	435	546	5.28e-15	73.6
